47052;25.16;1
47379;11.64;0
47543;32.84;1
47836;26.08;1
48201;30.121;1
48638;36;1
48986;35;1
49389;34;1
49747;33;1
50154;32;0
50507;34;0
50869;32;0
51275;36;1
51627;31;1
52005;33;1
